Hospital_Name,Latitude,Longitude,District
Vijaya Hospital,16.7131666,81.0999437,Eluru
Kamala Hospitals,16.7135545,81.1004774,Eluru
Katragadda Nursing Home,16.8253907,81.2648526,Eluru
Swaruparani Nursing Home,16.7129701,81.1029638,Eluru
Yasoda Hospital,16.7109695,81.1008657,Eluru
Mahalakshmi Hospitals,16.7141761,81.1015999,Eluru
chirajeevi hospital,17.1159596,81.2953909,Eluru
Sri Maruthi Hospital,16.7144574,81.1018614,Eluru
Sailaja Nursing Home,16.784631,80.8457521,Eluru
"Government Hospital , Kamavarapukota",17.0057151,81.1913352,Eluru
"Government Hospital, Pedanindrakolanu",16.7430376,81.3918586,Eluru
"Government Hospital,Raghavapuram",17.1175225,80.9010288,Eluru
"Government Hospital, Borrampalem",17.084158,81.1955157,Eluru
"Government hospital, Gollapalli",16.724522,80.909956,Eluru
"Government Hospital, Agiripalli",16.685033,80.787802,Eluru
Guraja Government Hospital,16.4043438,81.1079236,Eluru
Devapudi Government Hospital,16.4442273,81.2111329,Eluru
"Government Hospital, Kalidindi",16.505681,81.293499,Eluru
Dr. JLBM General Hospital,17.2559826,81.6489558,Eluru
Sri Seetha Rama Hospital,17.245975,81.6443564,Eluru
Sai Spurthi Emergency Hospital,17.1208353,81.2927721,Eluru
hospital of pediatric,17.123047,81.295655,Eluru
Sita Hospital,17.124097,81.2898715,Eluru
Shri Chaithanya Super Speciality Dental Hospital,17.1175164,81.2966198,Eluru
Suraksha Hospital,17.133629,81.428689,Eluru
Naga Sai Super Speciality Hospital,17.1202698,81.2950312,Eluru
Gemini Hospital,17.1199805,81.2971007,Eluru
Vasundhara Hospital,17.1208173,81.2995132,Eluru
Sri Suseela Hospital,17.123618,81.289777,Eluru
Sri Charita Hospital,17.123306,81.292148,Eluru
SV Eye Hospital,17.1150334,81.2931143,Eluru
Sanjeevan Eye Hospital,17.201129,81.31971,Eluru
Government Hospital,17.201918,81.319625,Eluru
PVR Hospital,17.115806,81.296225,Eluru
Meduri Satyambabu Hospital,17.0100841,81.194291,Eluru
Sri Sairam Multi Speciality Hospital,16.7161511,81.0961282,Eluru
Eluru Hospital,16.7012926,81.1071464,Eluru
Dr. Satyanarayana Hospital,17.0698905,80.9840647,Eluru
Himaja Hospitals,16.7216947,81.1096637,Eluru
Sai Krishna Mother & Child Hospital,16.71066,81.099987,Eluru
Susrutha ENT & Skin Hospital & HCG Cancer Centre,16.7156367,81.1007623,Eluru
Prabha Hospital,16.7153085,81.0955023,Eluru
Sri Balaji Multi Speciality Dental Hospital,16.7113832,81.1014027,Eluru
Little Hearts Children's Hospital,16.713689,81.100781,Eluru
Chaitra Hospitals,16.7190138,81.0912437,Eluru
A.A Hospitals,16.7111947,81.101147,Eluru
Sai Children's Hospital,16.71603,81.099493,Eluru
Devi Hospital,16.821169,81.264026,Eluru
Eluru Children's Hospital,16.7130705,81.0984594,Eluru
VIRRD Trust Hospital,16.9314171,81.250651,Eluru
Mukhyamantri Aarogya Kendram,16.7231569,81.1110914,Eluru
Chanchaya Hospital,16.7145352,81.100888,Eluru
Amma Hospital,16.8171001,81.2629996,Eluru
Sri Sidhardha ENT & Dental Hospital,16.708601,81.092084,Eluru
Government Hospital,16.7669828,81.1673544,Eluru
Government Hospital,16.817755,81.26323,Eluru
Vijaya Skin Hospital & Laser Centre,16.7140116,81.0994975,Eluru
Siddhartha Hospital,16.7099733,81.1142107,Eluru
Srinivasa Children Hospital,16.7104454,81.1126518,Eluru
Murali Krishna Multispeciality & Emergency Hospital,16.7095565,81.0938273,Eluru
Sri Srinivasa Hospital,16.952392,81.256391,Eluru
Uma Hospital,16.714019,81.0982128,Eluru
Sri Dwaraka Hospital,16.711699,81.100539,Eluru
Praja Hospital,16.7166257,81.1053295,Eluru
Bavananjali Pradamika Hospital,16.716451,81.109788,Eluru
Godavari Skin Disease Hospital,16.7147696,81.0993842,Eluru
Sri Nidhi Hospital,16.7160059,81.1001089,Eluru
Lotus Hospital,17.0754288,80.9873585,Eluru
Royal ENT Hospital,16.711191,81.10059,Eluru
Dr. Krishna Baghavan General And Diabetic Hospital,16.7184272,81.1108391,Eluru
Viswateja Skin & Chest Hospital,16.7141124,81.1027811,Eluru
Asram Hospital,16.7126787,81.1211505,Eluru
Dr. Balu Hospital,16.8224693,81.2653895,Eluru
Venkatasai Gastro Super Speciality Hospital,16.7116813,81.0982853,Eluru
Amulya Orthopaedic Hospital,16.714429,81.100876,Eluru
Dr. Prabhavathi Hospital,16.7129965,81.1029861,Eluru
Prasad Hospital,16.7147861,81.1124973,Eluru
Dr. Surapaneni Krishnamurti Helapuri Lions Kanti Hospital,16.7246452,81.0879729,Eluru
Nageswara Rao Private Hospital,17.0661439,80.9833103,Eluru
Dental Hospital,17.0698414,80.9842174,Eluru
Andhra Hospitals,16.7123487,81.1009483,Eluru
Tapaswi Homeo Hospital,16.706559,81.076213,Eluru
Mahavir Hospital,16.7637791,81.3901436,Eluru
New Government Hospital,16.825173,81.39908,Eluru
L V Prasad Eye Hospital,16.8172478,81.4211809,Eluru
Thathiya Babu Hospital,16.7921626,80.8466597,Eluru
Dr. Raghava Rao Hospital,16.7802323,80.8458479,Eluru
Giffard Memorial Hospital,16.7895197,80.842919,Eluru
Janatha Hospital,16.7883725,80.8495524,Eluru
Sri Lakshmi Krishan Maternity and E.N.T Hospital,16.7143046,81.1005928,Eluru
Chaitra Hospitals,16.7081931,81.1051109,Eluru
Fathima Clinic,17.0692905,80.9853836,Eluru
lv prasad hospital,16.8172082,81.4211962,Eluru
Medical Shop,16.8126705,81.3639052,Eluru
Hospital,16.8089824,81.3657965,Eluru
Hospital,16.8098179,81.3665509,Eluru
Medical shop,16.8089637,81.3664089,Eluru
Medical shop,16.8107502,81.365861,Eluru
hospital,16.8124794,81.3639873,Eluru
Aayush Hospitals,16.7201778,81.0920334,Eluru
Asram Hospital,16.73637348,81.14377197,Eluru
Good Samaritan Cancer Hospital,16.69662105,81.09473528,Eluru
District GOVT. Hospital,16.71317054,81.09519297,Eluru
Giffard Memorial Hospital,16.78946188,80.843066,Eluru
lakshmi nursing home,16.82116466,81.40039739,Eluru
SHKVPB Hospital,16.3558221,80.5024478,Guntur
Harinadh clinic,16.357883,80.5308101,Guntur
Sri Lakshmi Super Speciality Hospitals,16.3028914,80.4481909,Guntur
Manipal Super Specialty Hospital,16.484403,80.6168828,Guntur
Animals hospital,16.3973328,80.6243555,Guntur
Prabutva chiktsa kendram,16.3805033,80.65888,Guntur
Lakshmi firstaid centre,16.4519968,80.609687,Guntur
Xerox,16.4626543,80.6176118,Guntur
Amma first aid center,16.4543877,80.6098436,Guntur
Venkateswara Medicals and Fancies,16.463059,80.6172565,Guntur
Sri Vidya hospital,16.4799758,80.6162752,Guntur
Sri Sai diagnostics,16.4815832,80.6130132,Guntur
Dhulipalla Hospital Pvt Ltd,16.3001348,80.4500753,Guntur
Vadlamudi Hospital,16.245762,80.6433933,Guntur
J.K Hospital,16.2437307,80.6464264,Guntur
Ganga Kumari Memorial Children Nursing Home,16.2393552,80.6511432,Guntur
Bommidala Cancer Institute,16.3311243,80.4868162,Guntur
Mediline Hospital,16.3036768,80.4616338,Guntur
Ala Hospital,16.3136909,80.4374329,Guntur
Sree Geetha Eye Hospital,16.3093417,80.4327154,Guntur
Sanjivi Orthopaedic and Physiotherapy Centre,16.3104334,80.4334114,Guntur
Guntur City Hospital,16.2991437,80.4503153,Guntur
Sankara Eye Hospital - Guntur,16.3502725,80.493169,Guntur
Amma Hospital,16.2966008,80.4530364,Guntur
Nightingale Hospital,16.3104296,80.4291004,Guntur
Raghavendra Hospitals,16.2995918,80.4510969,Guntur
Sri Sai Hospitals,16.3036045,80.4411348,Guntur
Lalitha Super Specialty Hospital,16.2941634,80.4487506,Guntur
Sai Chandan Eye Hospital,16.2995105,80.4572582,Guntur
Sri Sruthi Hospital,16.3147691,80.4170405,Guntur
Sri Krishna Institute Of Medical Sciences,16.2984891,80.4573048,Guntur
Teja Maternity Hospital And Poly Clinic,16.29949,80.4505151,Guntur
Sree Venkateshwara Nursing Home,16.3008563,80.4465348,Guntur
Pragathi Hospitals,16.2994681,80.4502818,Guntur
Sai Priya Hospital,16.2970282,80.4449006,Guntur
P.G.S. Nursing Home,16.4361791,80.5653875,Guntur
Peoples Trauma And Emergency Hospital,16.2986172,80.4530968,Guntur
Sree Venkateswara Nursing Home,16.4335524,80.5673884,Guntur
Lakshmi Meenakshi Eye and Maternity Care,16.2955266,80.454395,Guntur
Sri Ramachandra Children and Dental Hospital,16.2983804,80.4546216,Guntur
Purnasai Hospital,16.2978558,80.4546285,Guntur
M N Hospital,16.3023906,80.4340417,Guntur
Srinivasa Nursing Home,16.066447,80.5482736,Guntur
Maruthi E.N.T. Hospital,16.2988386,80.4516819,Guntur
Life Hospital,16.2983109,80.4551728,Guntur
Dr.Rangarao Nursing Home (P) Ltd,16.2986224,80.4529493,Guntur
Sudarsani Eye Hospital,16.2982658,80.4495294,Guntur
Sathvika Hospital,16.2973699,80.4453519,Guntur
Coastal Care Hospital,16.2977194,80.4556241,Guntur
C V R Hospital,16.2979958,80.4449673,Guntur
Raghuram Children Hospital,16.3073456,80.4204127,Guntur
Mahathi Nursing Home,16.3102314,80.4281589,Guntur
Aswini Hospitals,16.2986346,80.4577846,Guntur
Janardani Hospital,16.2959836,80.4492344,Guntur
Gayatri Hospital,16.2365009,80.6523018,Guntur
Harinath Childrens Nursing home,16.2980985,80.452158,Guntur
Alapati Nursing Home,16.2421381,80.6475141,Guntur
Nandanaa's Multi Care Hospital,16.2962964,80.4359709,Guntur
Sri Sathya Sai Institute Of ENT & Voice Clinic,16.3020232,80.4375225,Guntur
NRI General Hospital,16.415035,80.5573958,Guntur
Hi Tech Trauma And Critical Care Hospital Ltd,16.3075284,80.4364564,Guntur
Adilakshmi Nursing Home,16.0631356,80.5502155,Guntur
hospital,16.3825585,80.6596947,Guntur
GOVERNMENT HOSPITAL,16.3826007,80.6605745,Guntur
Sailaja Multispeciality Hospital,16.2960209,80.4542394,Guntur
Kommineni Nursing Home,16.2404062,80.6496437,Guntur
Singh Hospital,16.29962,80.4573628,Guntur
Raja Children's Hospital,16.2890099,80.4412736,Guntur
Krishna Nursing Home - Guntur,16.0643232,80.550418,Guntur
Kims Hospital,16.2436535,80.6464881,Guntur
Sai Sri Nursing Home,16.3010539,80.4483573,Guntur
Prof. D. Ramakotaiah Childerns Hospital,16.2946062,80.4491982,Guntur
Ravi Cardiac and Diabetic Care Center,16.0636432,80.553545,Guntur
Karumuri Super Speciality Hospital Pvt Ltd,16.2985529,80.4537955,Guntur
Tulasi Multi Speciality Hospital,16.2984576,80.4541133,Guntur
Quality Hospital,16.298744,80.4545163,Guntur
Pratyusha Childrens Hospital,16.3003685,80.4447732,Guntur
Sri Ramakrishna Nursing Home,16.300792,80.4452641,Guntur
Amrutha Hospital,16.2990459,80.4512206,Guntur
Yashaswi Hospital,16.298336,80.4501108,Guntur
Prasanthi Multi Speciality Hospital - Guntur,16.3111195,80.4371946,Guntur
Vijaya Orthopaedic and Trauma and Super Speciality Hospital,16.2970816,80.4555483,Guntur
Amaravathi Hospitals,16.298513,80.4536587,Guntur
Sri Renuka Netrayam,16.2987601,80.4487476,Guntur
Hyma Hospital,16.3079563,80.4189382,Guntur
R.K. Eye Center,16.2968286,80.4507907,Guntur
Radhika Rayudu Speciality Hospital,16.2964328,80.4528125,Guntur
Lakshmi Nursing Home,16.3093735,80.4315593,Guntur
Ahalya Nursing Home,16.3002726,80.4494148,Guntur
Adarsha Hospitals,16.2987128,80.449976,Guntur
Padma Hospital,16.2970816,80.4554598,Guntur
Chalsani Hospital,16.299042,80.4504682,Guntur
Amar Orthopedics Hospital,16.2978887,80.4521111,Guntur
"Purnachandra Gastroenterology Institute,Sujatha Laparoscopy and Infertility Centre",16.2979965,80.4556576,Guntur
Vasan Eye Care Hospital,16.2996599,80.4499794,Guntur
Yashaswi Hospital,16.317779,80.4702763,Guntur
Yerras Superspeciality Hospital,16.2971994,80.4494584,Guntur
Sri Bhavani Nursing Home,16.297229,80.4526589,Guntur
"Governent Hospital , Mangalagiri",16.433699,80.570952,Guntur
"Government hospital, S.J.Mudi",16.2397691,80.5854359,Guntur
"Government hospital, Mannava",16.103306,80.4973916,Guntur
"Infectious Diseases Hospital, V B Colony",16.3307712,80.4377375,Guntur
"Governent Hospital ,Pedavadlapudi",16.412777,80.611378,Guntur
"Government Hospital, Pedanandipadu",16.0671554,80.3284615,Guntur
Omega,16.31628,80.4721265,Guntur
Varalakshmi Hospital,16.063642,80.551287,Guntur
Abhaya Hospitals,16.24306,80.632434,Guntur
Aswini Children's & Dental Hospital,16.2429853,80.6467991,Guntur
Kumari Supriya Smaraka Ayurveda Hospital,16.245262,80.6356886,Guntur
PSR Hospital,16.2462423,80.6453078,Guntur
Srinu Hospital,16.28674,80.750533,Guntur
Evangeline Booth Hospital,16.061875,80.549514,Guntur
Kotnis Praja Vaidyasala,16.2447537,80.6467205,Guntur
Chaitanya Orthopaedic Hospital,16.0649872,80.5521177,Guntur
Chakravarthi Baby Care,16.2418805,80.6458981,Guntur
Kalary Hospital,16.235577,80.6415168,Guntur
Likith Sai Amar Eye And Children Hospital,16.0670156,80.5529205,Guntur
Happy Multispeciality Hospital,16.2386642,80.6507258,Guntur
Vijaya Eye Hospital,16.309392,80.43239,Guntur
"Andhra Mother, Child & Multispeciality Hospital",16.3047379,80.446778,Guntur
Chalasani Hospital,16.2990247,80.4509301,Guntur
Basava Punnaiah Hospital,16.299555,80.44946,Guntur
Mythri Multi-Speciality Hospital,16.2990552,80.4580992,Guntur
Sailaja Hospital,16.3046616,80.4417625,Guntur
Karthika's E.N.T & Kidney Care,16.297111,80.449848,Guntur
Maddineni Hospitals,16.294973,80.449132,Guntur
Dr. Lavanya's Aswini Endocrine Centre,16.296886,80.4518391,Guntur
Kanumuri Hospitals,16.3021847,80.4490414,Guntur
MGR Multi Speciality Hospital,16.3141536,80.4137779,Guntur
Joshita Children Hospital,16.3108573,80.437235,Guntur
Kasturi Hospitals,16.3105455,80.4366964,Guntur
Vijaya Hospital,16.308769,80.43695,Guntur
Yerras Superspeciality Hospital,16.297153,80.449751,Guntur
Raphah Hospitals,16.2996111,80.4515092,Guntur
Blossoms Children's Hospital,16.2984971,80.4540614,Guntur
Aatreya Talli Pillala Hospital,16.3061901,80.4135082,Guntur
Divisional Railway Hospital,16.2990236,80.4411291,Guntur
Uday Hospital,16.2969307,80.4489086,Guntur
Sri Venkateswara Hospital,16.3017559,80.4465743,Guntur
Mallika Spine Best Spine Hospital,16.2992058,80.4522648,Guntur
Balaji Hospital,16.289095,80.441237,Guntur
Renuuka Hospital,16.3105835,80.4366993,Guntur
Meghana Hospital,16.2964697,80.4508443,Guntur
Leelavathi Advanced Skin & Laser Centre,16.2968875,80.4498232,Guntur
Ruth Sigmon Memorial Lutheran Hospital,16.2920451,80.442092,Guntur
Endolife Hospital,16.2990195,80.4510362,Guntur
Prabhavathi Hospital,16.311839,80.431888,Guntur
Arun ENT Hospital,16.295005,80.449971,Guntur
Jayathi Hospital,16.2979124,80.4557616,Guntur
Praja Vaidyasala,16.320034,80.41434,Guntur
ECHS Polyclinic,16.3087733,80.4136354,Guntur
Sree Prathima Super Speciality Hospital,16.2989378,80.4565444,Guntur
Sri Sai Krishna Neuro Surgical Speciality Hospital,16.3132538,80.4374171,Guntur
Shri Hospital & Research Institute,16.3052525,80.4452914,Guntur
AVR Hospital,16.2985693,80.4555504,Guntur
Sri Meenakshi Children's Hospital,16.3057416,80.4221026,Guntur
Sravani Hospital,16.2969116,80.4512383,Guntur
Vutukuri Hospital,16.2969486,80.450624,Guntur
Satya Hospital,16.2980092,80.4509197,Guntur
Amma Children's Hospital,16.2956826,80.4509393,Guntur
Sai Satya Super Speciality Hospital,16.2918853,80.4305667,Guntur
Bayya ENT And Cochlear Implant Hospital,16.2972316,80.4493356,Guntur
Help Hospital,16.304677,80.44434,Guntur
Venkata Krishnaiah Children's Hospital,16.290173,80.441374,Guntur
Sri Venkateswara Ayurvedic Hospital,16.3036595,80.4387315,Guntur
DNR Hospital,16.300533,80.448526,Guntur
Sri Sai Hospital,16.3042768,80.4456817,Guntur
Gayatri Hospitals,16.2990929,80.4527402,Guntur
Sree Rama Seetha Children's Hospital,16.3016698,80.4465765,Guntur
Victoria Memorial Hospital,16.2961588,80.4539075,Guntur
Sri Venkateswara Eye Hospital,16.3020306,80.4486789,Guntur
Surendra Kumar Children's Hospital,16.3059771,80.4400578,Guntur
Sri Balaji Hospitals,16.298621,80.450785,Guntur
Vishnu Surgical Gastro Centre,16.295347,80.448629,Guntur
Viswas Hospitals,16.3164304,80.4322481,Guntur
"National Multi Speciality , Liver & Gastro Hospital",16.2896262,80.4416857,Guntur
Samatha Multispeciality Hospital,16.4367678,80.5654658,Guntur
Ram Hospitals,16.490112,80.602517,Guntur
Mangalagiri Orthopaedic And Maternity Hospital,16.433033,80.568373,Guntur
Samvidha Hospital,16.4363219,80.565961,Guntur
Ramana Rao Hospital,16.3055853,80.4525637,Guntur
Mukhyamantri Arogya Kendram,16.4263664,80.5744165,Guntur
Aayush Physiotherapy Hospitals,16.4339721,80.56679,Guntur
Government Homeopathi Hospital,16.4200386,80.455015,Guntur
Surya Nagarjuna Hospital,16.4331605,80.5667903,Guntur
Vijaya Raju Hospital,16.2908689,80.2606283,Guntur
Sri Krishna Hospitals,16.3022734,80.4598716,Guntur
American Oncology Hospital,16.4163509,80.5559544,Guntur
Taraka Rama Rao Homeopathy Hospital,16.4291123,80.5747576,Guntur
DSR Hospital,16.2914591,80.2630322,Guntur
Vedanta Hospitals,16.3071978,80.4634703,Guntur
Chamundeswari Ayurveda Hospital,16.4325262,80.5734379,Guntur
Pulse Hospital,16.2861866,80.4448585,Guntur
Sudha Maternity Hospital,16.4831816,80.6180292,Guntur
ESI Hospital,16.3367599,80.4890877,Guntur
Bhavani Hospital,16.4348544,80.5680428,Guntur
Dr. Ankarao Memorial Hospital,16.2905213,80.2611015,Guntur
Children Hospital,16.4330311,80.5674783,Guntur
Pulla Rao RMP Hospital,16.226483,80.6565866,Guntur
Ammaji Pavani Memorial Super Specality Hospital,16.2962964,80.4517825,Guntur
Guntur Kidney & Multispeciality Hospital,16.3044289,80.4615417,Guntur
Mahatma Gandhi Institute For Comprehensive Mental Healthcare,16.2987292,80.447731,Guntur
Mythree Super Speciality Hospital,16.2396105,80.6496155,Guntur
Star Hospital,16.239219,80.6367651,Guntur
Omega Hospital,16.3037544,80.4547812,Guntur
Andhra Prime Hospitals,16.2981577,80.4490587,Guntur
Uday Hospital,16.3035845,80.4598331,Guntur
Sri Balaji Hospitals,16.2990253,80.4505835,Guntur
Suraksha Hospital,16.2971305,80.4552425,Guntur
Citizen Superspeciality Hospital,16.3014053,80.4501879,Guntur
Naveen Hospitals,16.2983701,80.4514392,Guntur
Sri Meenakshi Childrens Hospital and Vaccination Center,16.3086714,80.4208298,Guntur
C V R Hospital Multi Speciality,16.314251,80.4351233,Guntur
Latha Children's Hospital,16.2971099,80.4451776,Guntur
Narayana Superspeciality Hospital,16.2989197,80.4506875,Guntur
Aditya Multispeciality Hospital,16.2971562,80.4534522,Guntur
"Government Hospital, Burripalem",16.2391546,80.7012735,Guntur
Sri Rama Hospital,16.3173786,80.4371552,Guntur
Lalitha super specialities hospital,16.295239,80.4496181,Guntur
Rainbow hospital,16.2922442,80.4472521,Guntur
Gorlavaripalem animal hospital,16.3582761,80.4047037,Guntur
Government Fever Hospital,16.3304479,80.4377539,Guntur
Governement Hosipatal,16.4467837,80.6324002,Guntur
Sri Vyshnavi,16.3149114,80.4694027,Guntur
Medical Shop,16.4826455,80.5758471,Guntur
Sri Lakshmi,16.2850709,80.4406528,Guntur
Visishta,16.3215205,80.4771138,Guntur
hospital,16.2991808,80.4503411,Guntur
sathvika hospital,16.297385,80.4453453,Guntur
blood bank,16.299102,80.4493672,Guntur
uday hospital,16.2969498,80.4489301,Guntur
satvika hospital,16.2973542,80.4453291,Guntur
childrens clinic,16.3020251,80.441642,Guntur
pratush children hospital,16.3003702,80.4447877,Guntur
sri sai hospital,16.3036065,80.4411118,Guntur
mrg hospital,16.3141783,80.4137861,Guntur
sri sai nursing,16.3008211,80.4452532,Guntur
sri ram nursing,16.3008171,80.4452961,Guntur
vijaya hospital,16.3087987,80.4369426,Guntur
radha micro dental,16.3149945,80.4159574,Guntur
adihthiya clinic,16.3097886,80.4366158,Guntur
sai hostel,16.3132641,80.4374625,Guntur
natayana hospital,16.3108031,80.4384877,Guntur
radha micro dental,16.3150445,80.4159436,Guntur
mgr hospital,16.3141491,80.4137907,Guntur
RMP hospital,16.4826553,80.576576,Guntur
RMP hospital,16.4825818,80.5763245,Guntur
Government Hospital,16.2773208,80.4525854,Guntur
Lifeline,16.327022,80.4539312,Guntur
E.N.T Care Centre,16.2970071,80.448002,Guntur
Sri Lakshmi Speciality Hospital,16.2930016,80.4386625,Guntur
Lalitha Super Speciality Hospital,16.2954984,80.4493833,Guntur
Government General Hospital S.O,16.2995582,80.4437719,Guntur
Uday hospital,16.3172159,80.4716503,Guntur
Sriya Hospitals,16.2970612,80.4441166,Guntur
Nri Hospital,16.4146001,80.5573324,Guntur
Sudha Hospital,16.4831153,80.6180388,Guntur
Sudha,16.4831153,80.6180388,Guntur
Manipal multi speciality Hospital,16.4843841,80.6168879,Guntur
Apollo Hospitals,16.3080244,80.4325945,Guntur
Anil Children's Hospital,16.235898,80.6522303,Guntur
American hospital,16.0623779,80.5497034,Guntur
Dental Hospital,16.3078817,80.4375601,Guntur
Government Medical College and Hospital,16.29852762,80.44292373,Guntur
Sree Orthopaedic Hospital,16.0670179,80.5515126,Guntur
sims,16.30978122,80.46220114,Guntur
Apollo Hospitals,16.30801659,80.43260342,Guntur
Bmr Hospitals,16.3035485,80.44052655,Guntur
"Urban Health Centre, Bongaralabeedu",16.30557928,80.44827592,Guntur
St Joseph General Hospital,16.2976322,80.44081938,Guntur
Government Hospital,16.27732101,80.45257833,Guntur
SHKVPB Hospital,16.35607243,80.50237256,Guntur
Government Hospital,16.24455046,80.63130432,Guntur
Katuri Medical College And Hospital,16.22738563,80.30928866,Guntur
Devi Nursing Home - Guntur,16.23547964,80.65053533,Guntur
Srijani Eye Hospital,16.23604733,80.65052325,Guntur
Smt D. Indira Memorial Maternity Nursing Home,16.23479435,80.65072463,Guntur
J V M Hosppital,16.24058793,80.64990855,Guntur
Amma Hospital,16.2432589,80.64989494,Guntur
Sri Srinivasa Nursing Home,16.23585915,80.6502823,Guntur
Health Hospital,16.24291753,80.64643075,Guntur
V Cardiac And Multi Speciality Hospital,16.23614332,80.65032531,Guntur
Tenali Old Government Hospital,16.2377971,80.65150972,Guntur
DVC Reasearch Center,16.23858339,80.55843264,Guntur
Veternary Hospital,16.23951222,80.58541421,Guntur
GOVT.HOSPITAL PITHAPURAM,17.1079656,82.2496698,Kakinada
"Government Area Hospital, Tuni",17.3550181,82.5406625,Kakinada
Bharani Hospital,16.9721394,82.2368563,Kakinada
Sri Venkata Chalapathi Nursing Home,16.9623125,82.2279594,Kakinada
Trust Hospital(A Unit Of Sarvottam Health Care),16.9956421,82.241119,Kakinada
Sai Sudha Hospital,16.9545355,82.2324528,Kakinada
Sudha Urology And Andrology Hospital,16.9635849,82.2287956,Kakinada
Vijaya Nursing Home - Kakinada,16.9557901,82.233289,Kakinada
Apollo Hospitals - East Godavari,16.9605538,82.2358967,Kakinada
Sree Bala Nursing Home Sree Bala Ent Care Centre,16.9588028,82.2347313,Kakinada
Haritha Hospitals,16.9562808,82.2305846,Kakinada
Care Emergency Hospital,16.9640897,82.2316454,Kakinada
Saipriya Maternity Hospital,16.9689898,82.2397484,Kakinada
Shravani Ent Hospital,16.9550089,82.232603,Kakinada
D V Raju Eye Hospital,16.9571044,82.2307804,Kakinada
Sri Gowthami Multispeciality Hospital,16.9646907,82.228577,Kakinada
Lifeline Emergency and Neuro Centre,16.9703437,82.2387218,Kakinada
Sanjivi Hospitals,16.9632976,82.2338314,Kakinada
Nayana Eye Care,16.9720125,82.2372083,Kakinada
Ramya Hospitals,16.9650704,82.2238134,Kakinada
Vasan Eye Care Hospital - Kakinada,16.9631732,82.2342981,Kakinada
Mother and Child Hospital,16.9700031,82.2382671,Kakinada
Ravichandra Hospital,16.9635542,82.2334895,Kakinada
Pandu Ranga Praja Vidyasala,17.3552953,82.5429922,Kakinada
Srujana Multi Speciality Hospital,16.9704091,82.239342,Kakinada
Safe Emergency Hospital,16.9706464,82.2373022,Kakinada
Sri Sai Raghavendra Super Specialities Hospital,16.9681284,82.2241822,Kakinada
Sushrutha Hospital,16.9932193,82.2546534,Kakinada
Surya Global Hospitals,16.9939914,82.2103903,Kakinada
Rao's Nursing Home,17.0731873,82.1396041,Kakinada
Sree Srinivasa Hospital,17.0791216,82.1363814,Kakinada
Siddhartha Hospital,16.9473818,82.2314349,Kakinada
Chopde's Nursing Home,17.1185775,82.2568622,Kakinada
Sapthagiri Hospitals,16.9547376,82.2324179,Kakinada
Suresh Hospital,17.353916,82.5431364,Kakinada
Doctors Plaza Ent Clinic,17.357351,82.5426476,Kakinada
Srikiran Institute Of Ophthalmology,17.0243135,82.2585332,Kakinada
Christian Cancer Center,16.9836551,82.2403398,Kakinada
Sri Varalakshmi Hospital,17.1185602,82.2554748,Kakinada
Government Hospital Katravulapalli,17.1282302,82.0826567,Kakinada
"Government Hospital, Annavaram",17.2799819,82.403199,Kakinada
"Government Hospital,Thondangi",17.245205,82.453841,Kakinada
"Government Hospital, Geddanapalli",17.20115,82.150688,Kakinada
"Government Hospital, Ravikampadu",17.2306885,82.3723645,Kakinada
"Government Hospital,Gollaprollu",17.1570165,82.2893936,Kakinada
"Government Hospital,A.V. Nagaram",17.1910463,82.3997509,Kakinada
"Area Hospital,Peddapuram",17.081769,82.1261185,Kakinada
"Government Hospital, Kirlampudi",17.201998,82.181185,Kakinada
Government Hospital Kotananduru,17.477112,82.498949,Kakinada
"Government Hospital, Katravulapalli",17.1288392,82.0827381,Kakinada
"Government Hospital,Karapa",16.89914,82.167114,Kakinada
Government General Hospital,16.9557132,82.2273127,Kakinada
"S.C. Railway Health Unit, Samarlakota",17.0445886,82.1672482,Kakinada
"Bhaskar Rao Hospital, Gollaprolu",17.1580793,82.2822127,Kakinada
Bhanu Homeo Hospital,17.170437,82.058205,Kakinada
Annapurna Talli Pillala Hospital,17.111645,82.2626838,Kakinada
Sri Guru Deva Hospital,17.0782968,82.1346098,Kakinada
Sri Sravanthi Intenational Dental Hospital,17.047118,82.1698166,Kakinada
Sri Sai Bhavani Hospital,17.116651,82.2615644,Kakinada
Suresh Hospital,17.0744898,82.1377055,Kakinada
Kiran Children Hospital,17.3639637,82.5421477,Kakinada
Sri Devi Children Hospital,17.1142098,82.2533064,Kakinada
Venkata Durga Hospital,17.2894359,82.1070415,Kakinada
Hope International Hospital,17.024301,82.2324337,Kakinada
ESI Hospital,17.0482547,82.1646212,Kakinada
Royal Multispeciality Dental Hospital,17.0553643,82.1654601,Kakinada
Aditya Hospital,17.1726039,82.0512149,Kakinada
Savitri Kesava Hospital,17.1712609,82.0547487,Kakinada
Padmanabham Hospital,17.0487981,82.1698773,Kakinada
Reddy Hospital,17.117014,82.2590488,Kakinada
Talluru Hospital,17.0758825,82.1365273,Kakinada
Surya Homeo Hospital,17.1132105,82.2532607,Kakinada
Lion Eye Care Hospital,17.176843,82.0518824,Kakinada
Amma Hospitals,17.2807225,82.1074212,Kakinada
Kira Eye Hospital,17.1764867,82.0544637,Kakinada
Sri Kiran Eye Hospital,17.075518,82.1436589,Kakinada
Vijaya Maternity Hospital,17.3602306,82.5392181,Kakinada
